"","X","Name","JobID","YearofBirth","AttritionStatus","DistanceFromHome","JobLevel","WorkLifeBalance","PercentSalaryHike","HourlyRate","YearsWithCurrManager","MonthlyRate","JobSatisfaction","Over18","EnvironmentSatisfaction","YearsSinceLastPromotion","JobRole","EducationLevel","YearsAtCompany","Gender","Travel_For_Business","EducationField","MaritalStatus","PerformanceRating","MonthlyIncome","StandardHours","Age","TotalWorkingYears","EmployeeNumber","LastYearTrainingTime","RelationshipSatisfaction","EmployeeCount","OverTime","Department","YearsInCurrentRole","JobInvolvement","StockOptionLevel","NumCompaniesWorked","DailyRate"
"981",981,"Pascual, James",1981,1974,"No",23,2,3,15,42,8,14039,"Disatisfied","Y",4,0,"Laboratory Technician",2,9,"Male","Non-Travel","Life Sciences","Married","High",3633,80,45,9,1000,2,3,1,"Yes","Research & Development",8,3,1,1,248
"982",982,"Tran, Claudia",1982,1977,"No",7,2,3,16,78,0,5628,"OK","Y",2,0,"Research Scientist",4,1,"Female","Travel_Rarely","Medical","Married","High",2372,80,42,18,1285,2,4,1,"Yes","Research & Development",0,4,0,6,603
"983",983,"Nevarez, Todd",1983,1993,"Yes",4,2,3,12,48,4,8450,"Very Satisfied","Y",4,7,"Sales Executive",4,8,"Male","Travel_Rarely","Marketing","Single","High",5828,80,26,8,395,NA,2,1,"Yes","Sales",7,2,0,1,950
"984",984,"Sutton, Sasha",1984,1975,"No",7,3,3,14,42,17,2094,"Very Satisfied","Y",1,5,"Healthcare Representative",4,22,"Female","Travel_Rarely","Medical","Married","High",10248,80,44,24,33,4,4,1,"No","Research & Development",6,2,1,3,477
"985",985,"Cao, Selma",1985,1974,"No",2,2,4,22,67,7,19665,"Satisfied","Y",3,5,"Sales Executive",4,8,"Female","Non-Travel","Life Sciences","Married","Very High",5154,80,45,10,1842,3,2,1,"No","Sales",7,3,2,4,589
"986",986,"Jackson, Paris",1986,1994,"No",4,2,4,12,87,3,18154,"Disatisfied","Y",3,0,"Sales Executive",1,5,"Male","Travel_Rarely","Marketing","Married","High",4256,80,25,5,884,1,1,1,"No","Sales",2,2,0,1,583
"987",987,"Yuan, Anthony",1987,1990,"Yes",1,1,1,13,100,7,7568,"Disatisfied","Y",1,0,"Research Scientist",4,9,"Male","Travel_Rarely","Technical Degree","Single","High",2362,80,29,11,1529,2,3,1,"No","Research & Development",7,2,0,6,224
"988",988,"Doan, Ivana",1988,1989,"Yes",3,1,3,11,88,4,8556,"Disatisfied","Y",4,0,"Research Scientist",3,5,"Female","Travel_Rarely","Technical Degree","Single","High",2657,80,30,8,295,5,3,1,"Yes","Research & Development",2,3,0,5,1005
"989",989,"Fuhrmark, Caitlin",1989,1979,"No",26,2,1,13,92,0,21203,"Very Satisfied","Y",3,0,"Research Scientist",2,1,"Female","Travel_Frequently","Medical","Married","High",4422,80,40,16,1178,3,4,1,"Yes","Research & Development",1,2,1,3,902
"990",990,"el-Iman, Kulthum",1990,1980,"No",24,4,2,11,60,6,8828,"Very Satisfied","Y",2,9,"Sales Executive",1,20,"Female","Travel_Rarely","Marketing","Married","High",12031,80,39,21,2057,2,1,1,"No","Sales",9,2,1,0,722
"991",991,"al-Hasan, Mubeena",1991,1960,"No",3,1,2,20,81,0,9964,"Disatisfied","Y",3,0,"Laboratory Technician",3,1,"Female","Travel_Rarely","Medical","Married","Very High",2670,80,59,12,11,3,1,1,"Yes","Research & Development",0,4,3,4,1324
"992",992,"al-Ayoub,  Sakeena",1992,1981,"No",10,3,3,12,99,11,3376,"Satisfied","Y",2,1,"Research Director",3,18,"Female","Travel_Rarely","Medical","Married","High",13206,80,38,20,2017,3,1,1,"No","Research & Development",16,1,1,3,201
"993",993,"Roland, Sherrod",1993,1984,"No",10,1,2,20,45,2,9541,"Very Satisfied","Y",2,1,"Laboratory Technician",3,3,"Male","Travel_Rarely","Other","Divorced","Very High",3917,80,35,3,1036,4,1,1,"No","Research & Development",2,3,1,1,802
"994",994,"Ho, Hoang",1994,1978,"No",10,2,3,13,40,9,22074,"OK","Y",3,11,"Sales Executive",2,19,"Male","Non-Travel","Medical","Single","High",6151,80,41,19,1327,4,1,1,"No","Sales",2,1,0,1,256
"995",995,"Greene, Twanna",1995,1990,"Yes",27,3,2,22,35,9,24525,"Very Satisfied","Y",2,1,"Sales Executive",3,10,"Female","Travel_Rarely","Marketing","Married","Very High",7639,80,29,10,278,3,4,1,"No","Sales",4,3,3,1,121
"996",996,"el-Hamid, Zahra",1996,1984,"No",16,3,1,19,91,3,21195,"OK","Y",4,3,"Healthcare Representative",3,11,"Female","Travel_Rarely","Life Sciences","Single","High",8606,80,35,11,1533,3,4,1,"No","Research & Development",8,2,0,1,1029
"997",997,"Richmond, Luke",1997,1988,"No",7,2,2,11,100,7,12241,"Very Satisfied","Y",2,7,"Sales Executive",3,8,"Male","Travel_Rarely","Technical Degree","Married","High",6929,80,31,10,415,3,2,1,"No","Sales",7,4,1,4,218
"998",998,"el-Sadek, Faatih",1998,1967,"No",1,4,2,15,70,8,13829,"Very Satisfied","Y",4,7,"Manager",2,9,"Male","Travel_Rarely","Life Sciences","Married","High",17099,80,52,26,974,2,2,1,"No","Research & Development",8,3,1,2,1053
"999",999,"al-Samara, Marjaana",1999,1982,"No",1,3,3,18,80,2,11677,"Very Satisfied","Y",1,0,"Research Director",4,5,"Female","Non-Travel","Medical","Divorced","High",13603,80,37,15,372,2,1,1,"Yes","Research & Development",2,3,2,2,728
"1000",1000,"Sifuentes, Alexander",2000,1981,"No",2,2,3,14,88,0,7259,"Satisfied","Y",4,0,"Manufacturing Director",4,1,"Male","Travel_Rarely","Life Sciences","Married","High",6553,80,38,14,270,3,2,1,"No","Research & Development",0,3,0,9,1261
"1001",1001,"Stephens, Justina",2001,1992,"Yes",17,1,3,13,51,7,25681,"Satisfied","Y",4,7,"Research Scientist",4,8,"Female","Travel_Rarely","Life Sciences","Single","High",2394,80,27,8,1412,2,4,1,"Yes","Research & Development",2,3,0,1,135
"1002",1002,"el-Sabet, Mutammam",2002,1982,"No",11,3,3,14,47,7,10056,"Very Satisfied","Y",2,0,"Research Director",3,10,"Male","Travel_Frequently","Other","Divorced","High",12185,80,37,10,305,1,3,1,"Yes","Research & Development",8,3,3,1,663
"1003",1003,"Lutz, Brennan",2003,1980,"No",9,5,2,13,87,3,15302,"Very Satisfied","Y",4,1,"Manager",3,6,"Male","Non-Travel","Life Sciences","Single","High",19431,80,39,21,2030,3,3,1,"No","Research & Development",0,3,0,2,105
"1004",1004,"Bonvillain, Rashawna",2004,1982,"No",25,2,3,15,72,7,23866,"Satisfied","Y",2,10,"Research Scientist",5,13,"Female","Non-Travel","Medical","Married","High",4449,80,37,15,533,2,1,1,"Yes","Research & Development",11,3,2,3,1063
"1005",1005,"Patil, Priscilla",2005,1981,"No",2,1,2,14,75,5,15963,"OK","Y",3,0,"Laboratory Technician",2,6,"Female","Travel_Frequently","Medical","Married","High",2468,80,38,9,1765,4,2,1,"No","Research & Development",1,2,1,4,594
"1006",1006,"el-Turay, Hanaaa",2006,1984,"No",28,1,3,23,98,2,26204,"Satisfied","Y",2,4,"Sales Representative",4,5,"Female","Travel_Rarely","Life Sciences","Married","Very High",2430,80,35,6,1560,5,1,1,"No","Sales",3,2,2,0,1402
"1007",1007,"Dawkins, Kevin",2007,1975,"No",10,2,4,13,41,3,19121,"Very Satisfied","Y",4,1,"Healthcare Representative",4,4,"Male","Travel_Rarely","Other","Married","High",6465,80,44,9,47,5,4,1,"Yes","Research & Development",2,3,0,2,1459
"1008",1008,"Mcneil, Keegen",2008,1975,"No",4,5,2,14,92,13,17477,"Disatisfied","Y",3,14,"Manager",2,25,"Male","Travel_Rarely","Life Sciences","Divorced","High",19190,80,44,26,1290,4,4,1,"No","Research & Development",9,4,2,1,1199
"1009",1009,"Sendejas, Samantha",2009,1980,"No",4,2,4,14,47,9,14590,"Satisfied","Y",4,5,"Sales Executive",4,15,"Female","Travel_Rarely","Life Sciences","Married","High",5902,80,39,17,180,1,3,1,"No","Sales",11,2,1,4,1329
"1010",1010,"Littlejohn, Eddie",2010,1974,"No",20,3,3,18,95,7,19863,"Disatisfied","Y",2,0,"Healthcare Representative",3,7,"Male","Travel_Rarely","Medical","Divorced","High",10851,80,45,24,1458,2,2,1,"Yes","Research & Development",7,1,1,2,1038
"1011",1011,"Rodriguez, Alex",2011,1977,"No",4,2,4,13,45,5,2253,"Disatisfied","Y",2,1,"Sales Executive",4,6,"Male","Travel_Rarely","Marketing","Single","High",5155,80,42,9,1172,3,4,1,"No","Sales",4,3,0,7,647
"1012",1012,"al-Salloum, Faadil",2012,1980,"No",20,2,3,18,83,2,19188,"Very Satisfied","Y",3,2,"Sales Executive",3,2,"Male","Travel_Frequently","Life Sciences","Divorced","High",4127,80,39,7,1814,6,4,1,"No","Sales",1,3,1,2,766
"1013",1013,"Mangelsen, Ibrahim",2013,1980,"Yes",23,1,3,13,93,3,22154,"Disatisfied","Y",3,0,"Research Scientist",3,5,"Male","Travel_Rarely","Medical","Single","High",3904,80,39,6,1311,2,1,1,"No","Research & Development",2,3,0,0,360
"1014",1014,"Williams, Dakota",2014,1993,"Yes",2,1,3,14,57,2,15346,"Disatisfied","Y",1,1,"Research Scientist",3,3,"Male","Travel_Frequently","Life Sciences","Married","High",2042,80,26,6,1061,2,2,1,"Yes","Research & Development",2,3,1,6,342
"1015",1015,"Conley-Frazier, Zachary",2015,1986,"No",1,2,3,22,48,8,21816,"Disatisfied","Y",1,0,"Sales Executive",3,9,"Male","Travel_Rarely","Medical","Divorced","Very High",4037,80,33,9,849,5,1,1,"No","Sales",8,4,1,1,586
"1016",1016,"Ho, Jari",2016,1987,"No",5,1,2,12,80,5,15053,"OK","Y",1,0,"Research Scientist",2,6,"Male","Travel_Rarely","Life Sciences","Divorced","High",3298,80,32,7,20,5,4,1,"Yes","Research & Development",2,4,2,0,334
"1017",1017,"el-Nagi, Dhaahir",2017,1991,"Yes",1,1,4,15,92,2,15747,"Satisfied","Y",1,1,"Sales Representative",3,3,"Male","Travel_Frequently","Technical Degree","Married","High",2909,80,28,5,1493,3,4,1,"No","Sales",2,3,1,3,1496
"1018",1018,"el-Ayub, Uqbah",2018,1961,"No",1,2,3,13,32,2,17056,"Satisfied","Y",4,1,"Healthcare Representative",4,5,"Male","Non-Travel","Life Sciences","Divorced","High",5660,80,58,12,424,2,4,1,"Yes","Research & Development",3,1,1,2,390
"1019",1019,"Felicia, Michael",2019,1971,"Yes",1,3,3,13,98,0,19294,"Satisfied","Y",1,0,"Laboratory Technician",2,1,"Male","Travel_Rarely","Life Sciences","Single","High",5381,80,48,23,59,2,4,1,"Yes","Research & Development",0,2,0,9,626
"1020",1020,"Wiggins, Courtney",2020,1972,"No",4,2,3,17,83,7,8571,"Very Satisfied","Y",4,0,"Sales Executive",2,9,"Female","Travel_Rarely","Life Sciences","Single","High",4163,80,47,9,1001,NA,3,1,"Yes","Sales",0,3,0,1,955
"1021",1021,"el-Soliman, Awn",2021,1970,"No",8,4,3,17,56,3,11879,"OK","Y",4,2,"Sales Executive",4,9,"Male","Travel_Rarely","Technical Degree","Married","High",13120,80,49,22,1144,3,2,1,"No","Sales",8,2,1,6,174
"1022",1022,"Tran, Mara",2022,1984,"No",25,3,2,11,57,1,6975,"Satisfied","Y",3,10,"Healthcare Representative",4,16,"Female","Travel_Rarely","Medical","Divorced","High",10388,80,35,16,1017,3,3,1,"Yes","Research & Development",10,3,1,1,583
"1023",1023,"Smith, Mariah",2023,1990,"Yes",NA,1,3,19,48,2,23522,"Satisfied","Y",2,0,"Sales Representative",3,3,"Female","Travel_Rarely","Medical","Divorced","High",2800,80,29,5,900,3,3,1,"Yes","Sales",2,2,3,6,341
"1024",1024,"al-Othman, Mastoora",2024,1993,"No",23,1,1,22,90,2,3032,"Very Satisfied","Y",1,0,"Research Scientist",3,3,"Female","Travel_Rarely","Life Sciences","Divorced","Very High",2886,80,26,3,566,3,2,1,"No","Research & Development",2,3,2,1,1349
"1025",1025,"el-Yousif, Naseem",2025,1999,"Yes",10,1,3,11,32,1,26999,"Satisfied","Y",4,1,"Research Scientist",1,1,"Male","Travel_Rarely","Medical","Single","High",1009,80,20,1,699,5,4,1,"Yes","Research & Development",0,3,0,1,1362
"1026",1026,"Brown, Mikayla",2026,1983,"No",NA,2,3,15,33,2,15411,"Satisfied","Y",4,1,"Manufacturing Director",4,3,"Female","Non-Travel","Medical","Married","High",4374,80,36,4,1670,6,3,1,"No","Research & Development",2,2,0,0,894
"1027",1027,"Walker, Ebone",2027,1992,"No",NA,1,2,12,85,2,20938,"OK","Y",3,1,"Research Scientist",3,4,"Female","Travel_Rarely","Life Sciences","Single","High",2478,80,27,4,435,2,2,1,"Yes","Research & Development",3,3,0,1,1220
"1028",1028,"Weaver, Jacob",2028,1973,"Yes",NA,3,3,16,64,7,13596,"Very Satisfied","Y",3,4,"Sales Executive",2,9,"Male","Travel_Rarely","Medical","Single","High",9619,80,46,9,125,3,4,1,"No","Sales",8,2,0,1,669
"1029",1029,"Suarez, Erick",2029,1964,"No",26,5,3,21,60,13,23037,"Very Satisfied","Y",3,2,"Manager",5,36,"Male","Travel_Rarely","Marketing","Married","Very High",19586,80,55,36,1574,3,3,1,"No","Sales",6,2,1,1,685
"1030",1030,"Weaver, Louis",2030,1981,"No",9,1,3,19,98,2,12102,"OK","Y",2,1,"Sales Representative",3,2,"Male","Travel_Rarely","Marketing","Married","High",2899,80,38,3,901,3,4,1,"No","Sales",2,2,1,0,395
"1031",1031,"Wells, Taylor",2031,1987,"No",1,1,3,13,71,0,15178,"Disatisfied","Y",4,0,"Research Scientist",1,1,"Male","Travel_Rarely","Life Sciences","Single","High",2956,80,32,1,136,2,4,1,"No","Research & Development",0,3,0,1,827
"1032",1032,"Fako, Austin",2032,1984,"Yes",23,2,3,13,50,1,15497,"Satisfied","Y",2,0,"Manufacturing Director",2,1,"Male","Travel_Rarely","Life Sciences","Married","High",5916,80,35,8,260,1,1,1,"Yes","Research & Development",0,2,0,3,556
"1033",1033,"Gonzalez, Paul",2033,1974,"No",24,1,3,16,36,4,8318,"OK","Y",2,0,"Human Resources",4,6,"Male","Travel_Rarely","Medical","Single","High",2177,80,45,6,1057,3,1,1,"No","Human Resources",3,3,0,1,788
"1034",1034,"Abzari, Pyung",2034,1986,"Yes",15,3,4,12,56,7,24619,"Satisfied","Y",2,7,"Manager",1,7,"Male","Travel_Rarely","Medical","Married","High",13610,80,33,15,580,2,4,1,"Yes","Research & Development",6,3,0,7,1277
"1035",1035,"Chang, Cash",2035,1992,"No",4,1,3,11,76,3,3208,"Satisfied","Y",1,0,"Research Scientist",2,5,"Male","Travel_Rarely","Life Sciences","Divorced","High",2517,80,27,5,1265,2,2,1,"No","Research & Development",3,3,3,1,1167
"1036",1036,"Salmen, Erik",2036,1990,"No",10,1,3,14,83,2,17967,"OK","Y",4,2,"Sales Representative",3,2,"Male","Travel_Rarely","Marketing","Divorced","High",2297,80,29,2,772,2,4,1,"No","Sales",2,3,2,1,1090
"1037",1037,"Good, Keenan",2037,1984,"No",1,1,2,13,79,2,5868,"Disatisfied","Y",2,1,"Research Scientist",3,3,"Male","Travel_Frequently","Medical","Married","High",2194,80,35,5,86,2,4,1,"No","Research & Development",2,3,1,4,664
"1038",1038,"Bui, Simon",2038,1992,"No",17,1,2,16,51,1,13364,"OK","Y",3,1,"Research Scientist",3,5,"Male","Travel_Rarely","Technical Degree","Married","High",3058,80,27,6,229,3,4,1,"Yes","Research & Development",2,3,1,0,1157
"1039",1039,"Stevens, William",2039,1972,"No",14,2,4,18,64,7,2125,"OK","Y",3,1,"Research Scientist",4,8,"Male","Non-Travel","Technical Degree","Married","High",5467,80,47,16,1940,4,3,1,"No","Research & Development",7,3,1,8,1169
"1040",1040,"Ramamurthi, Yu",2040,1982,"No",19,2,2,17,85,2,26493,"Satisfied","Y",3,0,"Manufacturing Director",3,4,"Male","Travel_Rarely","Life Sciences","Married","High",5768,80,37,9,1625,2,1,1,"No","Research & Development",3,3,3,3,671
"1041",1041,"Sherman, Magan",2041,1988,"Yes",NA,1,1,13,94,2,21081,"Very Satisfied","Y",2,2,"Laboratory Technician",3,2,"Male","Travel_Frequently","Life Sciences","Married","High",3722,80,31,7,1465,2,3,1,"Yes","Research & Development",2,3,1,6,523
"1042",1042,"Adams, Barbara",2042,1984,"No",2,1,3,13,97,2,9687,"Very Satisfied","Y",4,2,"Sales Representative",3,2,"Female","Travel_Rarely","Marketing","Married","High",2014,80,35,2,57,3,1,1,"No","Sales",2,3,0,1,890
"1043",1043,"Augustine, Sankeerth",2043,1990,"No",3,1,3,18,87,5,16213,"Disatisfied","Y",2,1,"Laboratory Technician",1,10,"Male","Travel_Rarely","Medical","Single","High",4723,80,29,10,1580,3,4,1,"Yes","Research & Development",9,3,0,1,1370
"1044",1044,"Navarro, Raymond",2044,1970,"No",7,3,3,14,35,7,20948,"OK","Y",3,0,"Healthcare Representative",4,8,"Male","Travel_Rarely","Life Sciences","Divorced","High",10466,80,49,29,1492,3,2,1,"No","Research & Development",7,3,2,3,1490
"1045",1045,"Mccowan, Pernell",2045,1981,"No",10,1,2,17,66,2,12127,"Satisfied","Y",3,0,"Research Scientist",1,2,"Male","Travel_Frequently","Medical","Married","High",2684,80,38,3,1009,NA,2,1,"No","Research & Development",1,3,1,0,1391
"1046",1046,"Muhumed, Ethan",2046,1998,"No",3,1,4,17,100,0,10531,"Satisfied","Y",4,1,"Research Scientist",2,3,"Male","Travel_Rarely","Medical","Single","High",3230,80,21,3,373,4,1,1,"No","Research & Development",2,2,0,1,996
"1047",1047,"el-Hafeez, Baheej",2047,1983,"No",1,2,2,14,56,11,2823,"Very Satisfied","Y",2,4,"Sales Executive",2,18,"Male","Travel_Rarely","Life Sciences","Married","High",6201,80,36,18,858,1,4,1,"Yes","Sales",14,3,1,1,928
"1048",1048,"Brockway, Robert",2048,1982,"No",9,3,3,13,69,7,24666,"OK","Y",1,7,"Sales Executive",4,9,"Male","Non-Travel","Medical","Divorced","High",8834,80,37,9,622,6,4,1,"No","Sales",5,3,1,1,142
"1049",1049,"al-Pasha, Abdut Tawwab",2049,1986,"No",10,3,3,14,82,8,21708,"Satisfied","Y",4,0,"Sales Executive",5,9,"Male","Travel_Rarely","Marketing","Divorced","High",8380,80,33,10,1260,3,4,1,"Yes","Sales",8,4,2,0,536
"1050",1050,"al-Abbasi, Mamdooh",2050,1987,"No",24,2,3,15,80,7,21146,"Very Satisfied","Y",1,4,"Laboratory Technician",4,10,"Male","Travel_Frequently","Life Sciences","Married","High",5309,80,32,10,778,2,4,1,"No","Research & Development",8,3,2,1,430
"1051",1051,"Herrera, Devon",2051,1979,"No",19,2,4,15,99,7,16523,"Very Satisfied","Y",3,3,"Laboratory Technician",2,7,"Male","Travel_Rarely","Medical","Married","High",2741,80,40,15,276,2,3,1,"Yes","Research & Development",2,3,1,8,905
"1052",1052,"You, Jordan",2052,1991,"No",8,1,3,13,63,4,23965,"Very Satisfied","Y",2,0,"Human Resources",2,5,"Male","Travel_Rarely","Medical","Divorced","High",4936,80,28,6,875,6,4,1,"No","Human Resources",1,2,1,1,1169
"1053",1053,"Werner, Brittany",2053,1984,"No",8,3,2,11,78,12,13755,"Very Satisfied","Y",3,4,"Sales Executive",2,13,"Female","Non-Travel","Marketing","Married","High",10377,80,35,16,1250,6,2,1,"Yes","Sales",2,2,1,4,1212
"1054",1054,"Lee, Joseph",2054,1987,"No",7,2,2,14,91,8,16985,"Satisfied","Y",4,4,"Sales Executive",3,13,"Male","Travel_Rarely","Life Sciences","Married","High",5484,80,32,13,428,3,3,1,"No","Sales",8,2,1,1,906
"1055",1055,"Kimball, Krista",2055,1975,"No",2,1,3,13,72,7,19982,"Very Satisfied","Y",1,7,"Research Scientist",1,10,"Female","Travel_Rarely","Life Sciences","Married","High",2011,80,44,10,1251,5,4,1,"No","Research & Development",5,4,1,1,1117
"1056",1056,"Cornelio, Yazmin",2056,1988,"No",12,2,1,11,41,5,17369,"Very Satisfied","Y",4,8,"Healthcare Representative",3,9,"Female","Travel_Rarely","Medical","Married","High",5855,80,31,10,966,2,3,1,"Yes","Research & Development",7,3,2,0,616
"1057",1057,"Lui, Khadija",2057,1980,"No",2,2,3,11,42,4,7790,"Very Satisfied","Y",4,0,"Human Resources",3,5,"Female","Travel_Rarely","Life Sciences","Married","High",5204,80,39,13,910,2,3,1,"No","Human Resources",4,2,2,8,1383
"1058",1058,"Jones, Taylor",2058,1973,"No",2,4,3,23,69,9,24097,"Disatisfied","Y",3,15,"Manager",3,26,"Female","Travel_Rarely","Marketing","Married","Very High",17048,80,46,28,1200,2,1,1,"No","Sales",15,3,0,8,1402
"1059",1059,"Carnes, Crystal",2059,1979,"No",9,3,2,17,88,13,13782,"Satisfied","Y",2,2,"Research Director",4,18,"Female","Travel_Frequently","Medical","Single","High",13499,80,40,20,1158,3,3,1,"No","Research & Development",7,3,0,9,593
"1060",1060,"Vega-Giboyeaux, Javin",2060,1982,"No",7,3,4,13,30,2,25258,"Satisfied","Y",1,0,"Research Director",4,5,"Male","Travel_Rarely","Medical","Single","High",13664,80,37,16,109,3,1,1,"No","Research & Development",2,3,0,4,397
"1061",1061,"Franco-Perez, Amairani",2061,1975,"No",1,2,2,12,79,0,9282,"Satisfied","Y",1,0,"Sales Executive",5,1,"Female","Travel_Frequently","Marketing","Married","High",4768,80,44,11,1482,4,3,1,"No","Sales",0,3,1,7,383
"1062",1062,"Tran, Brayden",2062,1990,"No",1,2,3,13,41,9,26283,"Satisfied","Y",4,0,"Manufacturing Director",1,10,"Male","Non-Travel","Technical Degree","Married","High",4319,80,29,10,216,1,1,1,"No","Research & Development",7,3,1,1,1496
"1063",1063,"al-Maroun, Raamiz",2063,1986,"No",25,2,3,13,44,2,24152,"OK","Y",4,0,"Manufacturing Director",3,5,"Male","Travel_Rarely","Life Sciences","Single","High",4320,80,33,5,1542,2,4,1,"No","Research & Development",3,2,0,1,575
"1064",1064,"Postema, Regina",2064,1979,"No",14,2,3,15,84,2,11262,"Disatisfied","Y",4,1,"Sales Executive",2,5,"Female","Travel_Rarely","Life Sciences","Married","High",4639,80,40,5,1592,2,3,1,"No","Sales",4,3,1,1,118
"1065",1065,"Begay, Samantha",2065,1999,"Yes",9,1,3,14,54,2,17205,"Very Satisfied","Y",4,0,"Sales Representative",3,2,"Female","Travel_Frequently","Marketing","Single","High",2323,80,20,2,1081,3,2,1,"Yes","Sales",2,3,0,1,769
"1066",1066,"Kalam, Grace",2066,1976,"No",NA,3,3,11,83,1,11535,"Disatisfied","Y",3,0,"Manufacturing Director",3,8,"Female","Travel_Frequently","Life Sciences","Married","High",10820,80,43,18,1133,1,3,1,"No","Research & Development",7,3,1,8,1082
"1067",1067,"al-Omer, Aadam",2067,1992,"No",5,3,3,16,42,8,8842,"Very Satisfied","Y",3,0,"Research Director",1,9,"Male","Travel_Rarely","Technical Degree","Divorced","High",12808,80,27,9,838,3,2,1,"Yes","Research & Development",8,2,1,1,269
"1068",1068,"Cordova, Samuel",2068,1992,"No",10,3,2,21,32,7,4809,"Disatisfied","Y",4,1,"Manufacturing Director",2,9,"Male","Travel_Frequently","Life Sciences","Divorced","Very High",8793,80,27,9,727,4,3,1,"No","Research & Development",7,3,2,1,294
"1069",1069,"al-Abdo, Nadiyya",2069,1990,"No",3,2,2,14,62,2,3487,"Satisfied","Y",2,1,"Sales Executive",2,6,"Female","Travel_Rarely","Medical","Married","High",5561,80,29,6,694,5,1,1,"No","Sales",0,3,1,1,1176
"1070",1070,"Nguyen, Suvd",2070,1979,"No",2,1,2,20,86,3,22929,"Very Satisfied","Y",4,2,"Research Scientist",1,4,"Female","Travel_Rarely","Medical","Single","Very High",2342,80,40,5,759,2,4,1,"Yes","Research & Development",2,2,0,0,804
"1071",1071,"Leon-Guerrero, Jyun Hee",2071,1961,"No",15,4,3,14,87,2,21624,"Satisfied","Y",1,2,"Research Director",4,2,"Male","Travel_Frequently","Life Sciences","Married","High",15787,80,58,23,1844,3,2,1,"Yes","Research & Development",2,3,0,2,1216
"1072",1072,"Apodaca, Joshua",2072,1987,"Yes",1,2,3,15,34,0,12147,"OK","Y",1,0,"Sales Executive",2,0,"Male","Travel_Rarely","Life Sciences","Single","High",6735,80,32,10,1738,2,2,1,"No","Sales",0,1,0,6,964
